year,host_country,host_city,country,gold,silver,bronze
2020,Japan,Tokyo,Argentina,0,1,2
2020,Japan,Tokyo,Armenia,0,2,2
2020,Japan,Tokyo,Australia,17,7,22
2020,Japan,Tokyo,Austria,1,1,5
2020,Japan,Tokyo,Azerbaijan,0,3,4
2020,Japan,Tokyo,Bahamas,2,0,0
2020,Japan,Tokyo,Bahrain,0,1,0
2020,Japan,Tokyo,Belarus,1,3,3
2020,Japan,Tokyo,Belgium,3,1,3
2020,Japan,Tokyo,Bermuda,1,0,0
2020,Japan,Tokyo,Botswana,0,0,1
2020,Japan,Tokyo,Brazil,7,6,8
2020,Japan,Tokyo,Bulgaria,3,1,2
2020,Japan,Tokyo,Burkina Faso,0,0,1
2020,Japan,Tokyo,Canada,7,7,10
2020,Japan,Tokyo,Chinese Taipei,2,4,6
2020,Japan,Tokyo,Colombia,0,4,1
2020,Japan,Tokyo,Croatia,3,3,2
2020,Japan,Tokyo,Cuba,7,3,5
2020,Japan,Tokyo,Czechia,4,4,3
2020,Japan,Tokyo,Côte d'Ivoire,0,0,1
2020,Japan,Tokyo,Denmark,3,4,4
2020,Japan,Tokyo,Dominican Republic,0,3,2
2020,Japan,Tokyo,Ecuador,2,1,0
2020,Japan,Tokyo,Egypt,1,1,4
2020,Japan,Tokyo,Estonia,1,0,1
2020,Japan,Tokyo,Ethiopia,1,1,2
2020,Japan,Tokyo,Fiji,1,0,1
2020,Japan,Tokyo,Finland,0,0,2
2020,Japan,Tokyo,France,10,12,11
2020,Japan,Tokyo,Georgia,2,5,1
2020,Japan,Tokyo,Germany,10,11,16
2020,Japan,Tokyo,Ghana,0,0,1
2020,Japan,Tokyo,Greece,2,1,1
2020,Japan,Tokyo,Grenada,0,0,1
2020,Japan,Tokyo,"Hong Kong, China",1,2,3
2020,Japan,Tokyo,Hungary,6,7,7
2020,Japan,Tokyo,India,1,2,4
2020,Japan,Tokyo,Indonesia,1,1,3
2020,Japan,Tokyo,Ireland,2,0,2
2020,Japan,Tokyo,Islamic Republic of Iran,3,2,2
2020,Japan,Tokyo,Israel,2,0,2
2020,Japan,Tokyo,Italy,10,10,20
2020,Japan,Tokyo,Jamaica,4,1,4
2020,Japan,Tokyo,Japan,27,14,17
2020,Japan,Tokyo,Jordan,0,1,1
2020,Japan,Tokyo,Kazakhstan,0,0,8
2020,Japan,Tokyo,Kenya,4,4,2
2020,Japan,Tokyo,Kosovo,2,0,0
2020,Japan,Tokyo,Kuwait,0,0,1
2020,Japan,Tokyo,Kyrgyzstan,0,2,1
2020,Japan,Tokyo,Latvia,1,0,1
2020,Japan,Tokyo,Lithuania,0,1,0
2020,Japan,Tokyo,Malaysia,0,1,1
2020,Japan,Tokyo,Mexico,0,0,4
2020,Japan,Tokyo,Moldova,0,0,1
2020,Japan,Tokyo,Mongolia,0,1,3
2020,Japan,Tokyo,Morocco,1,0,0
2020,Japan,Tokyo,Namibia,0,1,0
2020,Japan,Tokyo,Netherlands,10,12,14
2020,Japan,Tokyo,New Zealand,7,6,7
2020,Japan,Tokyo,Nigeria,0,1,1
2020,Japan,Tokyo,North Macedonia,0,1,0
2020,Japan,Tokyo,Norway,4,2,2
2020,Japan,Tokyo,People's Republic of China,38,32,19
2020,Japan,Tokyo,Philippines,1,2,1
2020,Japan,Tokyo,Poland,4,5,5
2020,Japan,Tokyo,Portugal,1,1,2
2020,Japan,Tokyo,Puerto Rico,1,0,0
2020,Japan,Tokyo,Qatar,2,0,1
2020,Japan,Tokyo,ROC,20,28,23
2020,Japan,Tokyo,Republic of Korea,6,4,10
2020,Japan,Tokyo,Romania,1,3,0
2020,Japan,Tokyo,San Marino,0,1,2
2020,Japan,Tokyo,Saudi Arabia,0,1,0
2020,Japan,Tokyo,Serbia,3,1,5
2020,Japan,Tokyo,Slovakia,1,2,1
2020,Japan,Tokyo,Slovenia,3,1,1
2020,Japan,Tokyo,South Africa,1,2,0
2020,Japan,Tokyo,Spain,3,8,6
2020,Japan,Tokyo,Sweden,3,6,0
2020,Japan,Tokyo,Switzerland,3,4,6
2020,Japan,Tokyo,Syrian Arab Republic,0,0,1
2020,Japan,Tokyo,Thailand,1,0,1
2020,Japan,Tokyo,Tunisia,1,1,0
2020,Japan,Tokyo,Turkey,2,2,9
2020,Japan,Tokyo,Turkmenistan,0,1,0
2020,Japan,Tokyo,Uganda,2,1,1
2020,Japan,Tokyo,Ukraine,1,6,12
2020,Japan,Tokyo,United Kingdom,22,20,22
2020,Japan,Tokyo,United States of America,39,41,33
2020,Japan,Tokyo,Uzbekistan,3,0,2
2020,Japan,Tokyo,Venezuela,1,3,0
2016,Brazil,Rio,Algeria,0,2,0
2016,Brazil,Rio,Argentina,3,1,0
2016,Brazil,Rio,Armenia,1,3,0
2016,Brazil,Rio,Australia,8,11,10
2016,Brazil,Rio,Austria,0,0,1
2016,Brazil,Rio,Azerbaijan,1,7,10
2016,Brazil,Rio,Bahamas,1,0,1
2016,Brazil,Rio,Bahrain,1,1,0
2016,Brazil,Rio,Belarus,1,4,4
2016,Brazil,Rio,Belgium,2,2,2
2016,Brazil,Rio,Brazil,7,6,6
2016,Brazil,Rio,Bulgaria,0,1,2
2016,Brazil,Rio,Burundi,0,1,0
2016,Brazil,Rio,Canada,4,3,15
2016,Brazil,Rio,Chinese Taipei,1,0,2
2016,Brazil,Rio,Colombia,3,2,3
2016,Brazil,Rio,Croatia,5,3,2
2016,Brazil,Rio,Cuba,5,2,4
2016,Brazil,Rio,Czechia,1,2,7
2016,Brazil,Rio,Côte d'Ivoire,1,0,1
2016,Brazil,Rio,Democratic People's Republic of Korea,2,3,2
2016,Brazil,Rio,Denmark,2,6,7
2016,Brazil,Rio,Dominican Republic,0,0,1
2016,Brazil,Rio,Egypt,0,0,3
2016,Brazil,Rio,Estonia,0,0,1
2016,Brazil,Rio,Ethiopia,1,2,5
2016,Brazil,Rio,Fiji,1,0,0
2016,Brazil,Rio,Finland,0,0,1
2016,Brazil,Rio,France,10,18,14
2016,Brazil,Rio,Georgia,2,1,4
2016,Brazil,Rio,Germany,17,10,15
2016,Brazil,Rio,Greece,3,1,2
2016,Brazil,Rio,Grenada,0,1,0
2016,Brazil,Rio,Hungary,8,3,4
2016,Brazil,Rio,Independent Olympic Athletes,1,0,1
2016,Brazil,Rio,India,0,1,1
2016,Brazil,Rio,Indonesia,1,2,0
2016,Brazil,Rio,Ireland,0,2,0
2016,Brazil,Rio,Islamic Republic of Iran,3,1,4
2016,Brazil,Rio,Israel,0,0,2
2016,Brazil,Rio,Italy,8,12,8
2016,Brazil,Rio,Jamaica,6,3,2
2016,Brazil,Rio,Japan,12,8,21
2016,Brazil,Rio,Jordan,1,0,0
2016,Brazil,Rio,Kazakhstan,2,5,10
2016,Brazil,Rio,Kenya,6,6,1
2016,Brazil,Rio,Kosovo,1,0,0
2016,Brazil,Rio,Lithuania,0,1,3
2016,Brazil,Rio,Malaysia,0,4,1
2016,Brazil,Rio,Mexico,0,3,2
2016,Brazil,Rio,Mongolia,0,1,1
2016,Brazil,Rio,Morocco,0,0,1
2016,Brazil,Rio,Netherlands,8,7,4
2016,Brazil,Rio,New Zealand,4,9,5
2016,Brazil,Rio,Niger,0,1,0
2016,Brazil,Rio,Nigeria,0,0,1
2016,Brazil,Rio,Norway,0,0,4
2016,Brazil,Rio,People's Republic of China,26,18,26
2016,Brazil,Rio,Philippines,0,1,0
2016,Brazil,Rio,Poland,2,3,6
2016,Brazil,Rio,Portugal,0,0,1
2016,Brazil,Rio,Puerto Rico,1,0,0
2016,Brazil,Rio,Qatar,0,1,0
2016,Brazil,Rio,Republic of Korea,9,3,9
2016,Brazil,Rio,Romania,1,1,2
2016,Brazil,Rio,Russian Federation,19,17,20
2016,Brazil,Rio,Serbia,2,4,2
2016,Brazil,Rio,Singapore,1,0,0
2016,Brazil,Rio,Slovakia,2,2,0
2016,Brazil,Rio,Slovenia,1,2,1
2016,Brazil,Rio,South Africa,2,6,2
2016,Brazil,Rio,Spain,7,4,6
2016,Brazil,Rio,Sweden,2,6,3
2016,Brazil,Rio,Switzerland,3,2,2
2016,Brazil,Rio,Tajikistan,1,0,0
2016,Brazil,Rio,Thailand,2,2,2
2016,Brazil,Rio,Trinidad and Tobago,0,0,1
2016,Brazil,Rio,Tunisia,0,0,3
2016,Brazil,Rio,Turkey,1,3,4
2016,Brazil,Rio,Ukraine,2,5,4
2016,Brazil,Rio,United Arab Emirates,0,0,1
2016,Brazil,Rio,United Kingdom,27,23,17
2016,Brazil,Rio,United States of America,46,37,38
2016,Brazil,Rio,Uzbekistan,4,2,7
2016,Brazil,Rio,Venezuela,0,2,1
2016,Brazil,Rio,Vietnam,1,1,0
2012,Great Britain,London,Afghanistan,0,0,1
2012,Great Britain,London,Algeria,1,0,0
2012,Great Britain,London,Argentina,1,1,2
2012,Great Britain,London,Armenia,0,1,1
2012,Great Britain,London,Australia,8,15,12
2012,Great Britain,London,Azerbaijan,2,2,5
2012,Great Britain,London,Bahamas,1,0,0
2012,Great Britain,London,Bahrain,1,0,0
2012,Great Britain,London,Belarus,2,5,3
2012,Great Britain,London,Belgium,0,1,2
2012,Great Britain,London,Botswana,0,1,0
2012,Great Britain,London,Brazil,3,5,9
2012,Great Britain,London,Bulgaria,0,2,1
2012,Great Britain,London,Cameroon,0,0,1
2012,Great Britain,London,Canada,2,6,10
2012,Great Britain,London,Chinese Taipei,1,0,1
2012,Great Britain,London,Colombia,1,3,5
2012,Great Britain,London,Croatia,3,1,2
2012,Great Britain,London,Cuba,5,3,7
2012,Great Britain,London,Cyprus,0,1,0
2012,Great Britain,London,Czechia,4,4,3
2012,Great Britain,London,Democratic People's Republic of Korea,4,0,2
2012,Great Britain,London,Denmark,2,4,3
2012,Great Britain,London,Dominican Republic,1,1,0
2012,Great Britain,London,Egypt,0,3,1
2012,Great Britain,London,Estonia,0,1,1
2012,Great Britain,London,Ethiopia,3,2,3
2012,Great Britain,London,Finland,0,2,1
2012,Great Britain,London,France,11,11,13
2012,Great Britain,London,Gabon,0,1,0
2012,Great Britain,London,Georgia,1,2,3
2012,Great Britain,London,Germany,11,20,13
2012,Great Britain,London,Greece,0,0,2
2012,Great Britain,London,Grenada,1,0,0
2012,Great Britain,London,Guatemala,0,1,0
2012,Great Britain,London,"Hong Kong, China",0,0,1
2012,Great Britain,London,Hungary,8,4,6
2012,Great Britain,London,India,0,2,4
2012,Great Britain,London,Indonesia,0,2,1
2012,Great Britain,London,Ireland,1,1,4
2012,Great Britain,London,Islamic Republic of Iran,7,5,1
2012,Great Britain,London,Italy,8,9,11
2012,Great Britain,London,Jamaica,4,5,4
2012,Great Britain,London,Japan,7,14,17
2012,Great Britain,London,Kazakhstan,3,1,7
2012,Great Britain,London,Kenya,2,4,7
2012,Great Britain,London,Kuwait,0,0,1
2012,Great Britain,London,Latvia,1,0,1
2012,Great Britain,London,Lithuania,2,0,3
2012,Great Britain,London,Malaysia,0,1,1
2012,Great Britain,London,Mexico,1,3,4
2012,Great Britain,London,Mongolia,0,2,3
2012,Great Britain,London,Montenegro,0,1,0
2012,Great Britain,London,Morocco,0,0,1
2012,Great Britain,London,Netherlands,6,6,8
2012,Great Britain,London,New Zealand,6,2,5
2012,Great Britain,London,Norway,2,1,1
2012,Great Britain,London,People's Republic of China,39,31,22
2012,Great Britain,London,Poland,3,2,6
2012,Great Britain,London,Portugal,0,1,0
2012,Great Britain,London,Puerto Rico,0,1,1
2012,Great Britain,London,Qatar,0,1,1
2012,Great Britain,London,Republic of Korea,13,9,8
2012,Great Britain,London,Romania,2,4,1
2012,Great Britain,London,Russian Federation,18,21,26
2012,Great Britain,London,Saudi Arabia,0,0,1
2012,Great Britain,London,Serbia,1,1,2
2012,Great Britain,London,Singapore,0,0,2
2012,Great Britain,London,Slovakia,0,1,3
2012,Great Britain,London,Slovenia,1,1,2
2012,Great Britain,London,South Africa,4,1,1
2012,Great Britain,London,Spain,4,10,6
2012,Great Britain,London,Sweden,1,4,3
2012,Great Britain,London,Switzerland,2,2,0
2012,Great Britain,London,Tajikistan,0,0,1
2012,Great Britain,London,Thailand,0,2,2
2012,Great Britain,London,Trinidad and Tobago,1,1,2
2012,Great Britain,London,Tunisia,2,0,1
2012,Great Britain,London,Turkey,1,1,1
2012,Great Britain,London,Uganda,1,0,0
2012,Great Britain,London,Ukraine,5,4,10
2012,Great Britain,London,United Kingdom,29,18,18
2012,Great Britain,London,United States of America,48,26,30
2012,Great Britain,London,Uzbekistan,0,0,3
2012,Great Britain,London,Venezuela,1,0,0
2012,Great Britain,London,Vietnam,0,0,1
2008,China,Beijing,Afghanistan,0,0,1
2008,China,Beijing,Algeria,0,1,1
2008,China,Beijing,Argentina,2,0,4
2008,China,Beijing,Armenia,0,1,4
2008,China,Beijing,Australia,14,15,17
2008,China,Beijing,Austria,0,1,2
2008,China,Beijing,Azerbaijan,1,1,4
